,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,start_date,end_date,campaign_type_X,campaign_type_Y,campaign_duration_days,age_range,marital_status,rented,family_size,no_of_children,income_bracket,age_range_18-25,age_range_26-35,age_range_36-45,age_range_46-55,age_range_56-70,age_range_70+,marital_status_Married,marital_status_Single,has_demographics,n_category_matches,n_brand_matches,coupon_relevance_ratio,n_transactions,total_spend,avg_spend,coupon_usage_rate,coupon_discount_ratio
16,26,11,506,1464,0,Y,2013-04-22,2013-06-07,0,1,46,18-25,Married,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1885,0,0.7495029821073559,2515,295811.14,117.6187435387674,0.0007952286282306,0.0002408293345544
17,27,5,689,186,0,Y,2013-01-12,2013-02-15,0,1,34,26-35,Married,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,70,5,0.119047619047619,630,49677.87,78.85376190476191,0.0,-0.0
18,28,13,268,1152,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,367,1,0.1450532124556562,2537,263089.13,103.70087899093416,0.0031533307055577,0.0013254823564926
19,29,8,8,695,0,X,2013-02-16,2013-04-05,1,0,48,56-70,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1035,370,1.0407407407407407,1350,166727.55,123.50188888888889,0.0096296296296296,0.0019868342094632
20,30,8,674,886,0,X,2013-02-16,2013-04-05,1,0,48,46-55,Married,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,397,0,0.8411016949152542,472,47285.22,100.18055084745762,0.0021186440677966,0.0005648699530212
21,32,30,320,1255,0,X,2012-11-19,2013-01-04,1,0,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,533,199,1.2932862190812722,566,24005.74,42.412968197879856,0.0,-0.0
22,33,12,109,553,0,Y,2013-04-22,2013-05-24,0,1,32,36-45,Married,0.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,951,272,0.9120059656972408,1341,197621.15,147.36849366144668,0.0,-0.0
23,34,8,278,1398,0,X,2013-02-16,2013-04-05,1,0,48,36-45,Single,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,81,0,0.1232876712328767,657,78093.88,118.86435312024354,0.0076103500761035,0.003945379586723
24,35,13,1031,1031,0,X,2013-05-19,2013-07-05,1,0,47,36-45,Married,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,532,1,0.7758369723435226,687,85951.74,125.11170305676856,0.0655021834061135,0.0263026670547914
25,39,26,326,63,0,X,2012-08-12,2012-09-21,1,0,40,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,330,36,0.9172932330827068,399,34291.27,85.94303258145362,0.0676691729323308,0.0263215681425622
26,42,30,363,88,0,X,2012-11-19,2013-01-04,1,0,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,567,223,0.9132947976878611,865,118579.34,137.0859421965318,0.0312138728323699,0.0075336901014966
27,43,8,911,197,0,X,2013-02-16,2013-04-05,1,0,48,18-25,Married,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,30,0,0.040983606557377,732,66094.79,90.29342896174865,0.0901639344262295,0.0407800675363368
28,45,8,383,1095,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1360,3,0.6897773279352226,1976,175708.93,88.92152327935223,0.0020242914979757,0.0006182952682029
29,46,13,482,1096,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,196,2,0.7586206896551724,261,26551.4,101.72950191570882,0.0,-0.0
30,48,26,813,919,0,X,2012-08-12,2012-09-21,1,0,40,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0.0766550522648083,287,40447.51,140.9320905923345,0.0313588850174216,0.0501791086769
31,51,13,118,917,0,X,2013-05-19,2013-07-05,1,0,47,36-45,Married,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,663,274,1.094626168224299,856,104863.09,122.50360981308413,0.0023364485981308,0.000679362013841
32,52,5,663,828,0,Y,2013-01-12,2013-02-15,0,1,34,18-25,Single,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,272,2,0.2439893143365984,1123,156109.02000000002,139.01070347284062,0.0008904719501335,0.0005704346872461
33,54,30,332,958,0,X,2012-11-19,2013-01-04,1,0,46,36-45,Single,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,558,280,0.9447576099210824,887,86494.22,97.51321307779033,0.0011273957158962,0.0008236388512434
34,55,30,500,91,0,X,2012-11-19,2013-01-04,1,0,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,230,0,0.6990881458966566,329,33780.66,102.67677811550152,0.0,-0.0
35,56,8,757,1447,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200,0,0.7547169811320755,265,24860.17,93.81196226415094,0.0075471698113207,0.0025792261275767
36,58,30,1067,124,0,X,2012-11-19,2013-01-04,1,0,46,46-55,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,250,0,0.778816199376947,321,61288.36,190.9294704049844,0.0031152647975077,0.0005811870312731
37,61,8,87,661,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,262,62,0.8756756756756757,370,44190.66,119.4342162162162,0.0135135135135135,0.0041108234183422
38,62,26,905,648,0,X,2012-08-12,2012-09-21,1,0,40,36-45,Married,0.0,5.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,208,3,0.7326388888888888,288,28608.05,99.33350694444442,0.0,-0.0
39,63,13,1114,1381,0,X,2013-05-19,2013-07-05,1,0,47,70+,Single,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,54,0,0.10546875,512,55325.28,108.0571875,0.0,-0.0
40,65,13,152,680,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,395,157,0.9616724738675958,574,67801.79999999999,118.12160278745642,0.0,-0.0
41,66,8,57,72,0,X,2013-02-16,2013-04-05,1,0,48,26-35,Single,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,910,413,1.1385542168674698,1162,78355.89,67.4319191049914,0.0120481927710843,0.0031824027523648
42,69,8,383,883,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,327,0,0.7364864864864865,444,67918.13,152.96876126126128,0.0022522522522522,0.0003146435274351
43,71,8,271,1366,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,0,0.0826010544815465,569,46378.91,81.50950790861161,0.0,-0.0
44,72,13,413,276,1,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,72,8,0.0730593607305936,1095,155501.0,142.01004566210045,0.0401826484018264,0.0059213767114037
45,74,26,582,578,0,X,2012-08-12,2012-09-21,1,0,40,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,424,1,0.6019830028328612,706,93294.12,132.14464589235126,0.0127478753541076,0.0028062861839524
46,75,30,333,895,0,X,2012-11-19,2013-01-04,1,0,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,283,57,0.9366391184573004,363,42532.59,117.1696694214876,0.0027548209366391,0.0008374754511775
47,77,13,485,861,0,X,2013-05-19,2013-07-05,1,0,47,70+,Married,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,893,0,0.7485331098072087,1193,134159.37,112.45546521374683,0.0016764459346186,0.0009292679296272
48,79,30,256,1383,0,X,2012-11-19,2013-01-04,1,0,46,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,146,0,0.1264069264069264,1155,133281.45,115.39519480519482,0.0008658008658008,0.0005345079904217
49,80,11,980,1351,0,Y,2013-04-22,2013-06-07,0,1,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92,0,0.1578044596912521,583,95498.96,163.8061063464837,0.0051457975986277,0.0026071488108352
50,82,29,538,1162,0,Y,2012-10-08,2012-11-30,0,1,53,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63,1,0.4324324324324324,148,23725.94,160.31040540540542,0.0,-0.0
51,83,8,700,19,0,X,2013-02-16,2013-04-05,1,0,48,46-55,Married,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,18,0,0.0231660231660231,777,76160.36,98.01848133848134,0.0038610038610038,0.0009586351745186
52,84,2,628,384,0,Y,2012-12-17,2013-01-18,0,1,32,36-45,Single,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,257,1,0.7610619469026548,339,33083.36,97.5910324483776,0.0117994100294985,0.0032838260684525
53,85,13,136,200,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,335,102,0.8107606679035251,539,59908.75,111.14795918367346,0.0630797773654916,0.0253163352598743
54,86,29,750,113,0,Y,2012-10-08,2012-11-30,0,1,53,56-70,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,122,0,0.580952380952381,210,28302.87,134.77557142857142,0.0047619047619047,0.0009437205484814
55,88,26,854,1210,0,X,2012-08-12,2012-09-21,1,0,40,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,465,1,0.7938671209540034,587,47524.53999999999,80.96173764906302,0.0,-0.0
56,90,8,761,341,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,158,0,0.6422764227642277,246,33793.869999999995,137.37345528455282,0.016260162601626,0.0028981587489091
57,91,8,383,1475,0,X,2013-02-16,2013-04-05,1,0,48,70+,Married,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2078,2,0.7407407407407407,2808,200596.21,71.43739672364671,0.0017806267806267,0.0006569914755617
58,92,3,828,998,0,Y,2012-12-22,2013-02-16,0,1,56,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62,0,0.0718424101969872,863,104645.52,121.25784472769408,0.0081112398609501,0.0026344176033527
59,93,13,881,1418,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,986,11,0.8185550082101807,1218,105723.36,86.8007881773399,0.0057471264367816,0.0172870026075599
60,95,13,129,1444,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1625,180,0.7086768747546133,2547,325839.07,127.93053396152337,0.0051040439733019,0.0048853871329794
61,97,26,867,321,0,X,2012-08-12,2012-09-21,1,0,40,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,151,0,0.7401960784313726,204,24002.05,117.65710784313724,0.0049019607843137,0.0037100997623119
62,99,8,709,372,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120,0,0.7792207792207793,154,24504.95,159.12305194805197,0.0194805194805194,0.0029793980399878
63,101,13,169,888,0,X,2013-05-19,2013-07-05,1,0,47,26-35,Married,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6,127,0.284796573875803,467,57743.48,123.64770877944324,0.006423982869379,0.0010486032362441
64,102,8,8,659,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1221,352,1.0348684210526315,1520,213352.3,140.3633552631579,0.0125,0.0029617679303199
65,103,30,1083,340,0,X,2012-11-19,2013-01-04,1,0,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,249,0,0.8440677966101695,295,29599.38,100.3368813559322,0.0,-0.0
66,104,13,530,657,0,X,2013-05-19,2013-07-05,1,0,47,26-35,Married,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,971,31,0.7939778129952456,1262,173657.22999999998,137.60477812995245,0.0253565768621236,0.00752355660631
67,106,3,822,998,0,Y,2012-12-22,2013-02-16,0,1,56,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,601,0,0.6964078794901506,863,104645.52,121.25784472769408,0.0081112398609501,0.0026344176033527
68,107,13,126,590,0,X,2013-05-19,2013-07-05,1,0,47,36-45,Married,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,717,283,0.8278145695364238,1208,171644.9,142.0901490066225,0.0024834437086092,0.0009442168104033
69,110,8,700,1044,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,2,0.026,1000,106896.26,106.89626,0.031,0.0100595661625579
70,113,26,917,435,0,X,2012-08-12,2012-09-21,1,0,40,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,193,1,0.9065420560747663,214,27211.04,127.15439252336448,0.0,-0.0
71,115,12,109,416,0,Y,2013-04-22,2013-05-24,0,1,32,36-45,Married,1.0,4.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,557,163,0.9703504043126684,742,104793.75,141.2314690026954,0.0552560646900269,0.0153704777241009
72,117,13,22,741,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,435,195,1.1290322580645162,558,67912.95999999999,121.70781362007168,0.0,-0.0
73,118,13,960,572,0,X,2013-05-19,2013-07-05,1,0,47,36-45,Married,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1388,0,0.6516431924882629,2130,301297.29,141.45412676056338,0.0009389671361502,0.0003534714832649
74,121,13,24,1214,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,218,90,0.9506172839506172,324,48887.8,150.88827160493827,0.0,-0.0
75,122,8,772,166,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,711,1,0.7614973262032085,935,94356.19,100.91571122994652,0.0042780748663101,0.0025670811846048
76,123,13,603,1152,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1811,59,0.737091052424123,2537,263089.13,103.70087899093416,0.0031533307055577,0.0013254823564926
77,124,29,982,278,0,Y,2012-10-08,2012-11-30,0,1,53,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,0,0.5473684210526316,95,9500.54,100.00568421052633,0.031578947368421,0.0166464222033694
78,125,13,510,379,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0049382716049382,2430,301105.05,123.91154320987654,0.0078189300411522,0.0030839403058832
79,129,13,982,1005,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1203,0,0.7696737044145874,1563,108131.32,69.18190658989124,0.00127959053103,0.001317657085847
80,130,13,132,1241,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,133,0.3829787234042553,376,36600.3,97.3412234042553,0.0053191489361702,0.0012163834722666
81,131,8,60,1202,0,X,2013-02-16,2013-04-05,1,0,48,36-45,Single,0.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,28,95,0.3059701492537313,402,39443.34,98.11776119402984,0.0522388059701492,0.0161195781087504
82,134,12,1063,1025,0,Y,2013-04-22,2013-05-24,0,1,32,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1189,2,0.7774151436031331,1532,157573.97999999998,102.8550783289817,0.075065274151436,0.0164337411544723
83,135,13,166,814,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,537,68,0.8321870701513068,727,55288.84,76.05067400275102,0.0233837689133425,0.0064103352502964
84,136,13,679,619,0,X,2013-05-19,2013-07-05,1,0,47,36-45,Single,1.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1441,2,0.8016666666666666,1800,179187.86,99.5488111111111,0.0016666666666666,0.0007951431531131
85,137,3,839,998,0,Y,2012-12-22,2013-02-16,0,1,56,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62,0,0.0718424101969872,863,104645.52,121.25784472769408,0.0081112398609501,0.0026344176033527
86,139,4,459,15,0,Y,2013-01-07,2013-02-08,0,1,32,46-55,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,430,0,0.7733812949640287,556,71509.76,128.6146762589928,0.0359712230215827,0.0080444963037213
87,141,8,658,638,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,119,4,0.093111279333838,1321,151774.02,114.89327781983346,0.0098410295230885,0.0048087281341035
88,142,10,106,1582,0,Y,2013-04-08,2013-05-10,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,117,0.1767371601208459,662,87026.10999999999,131.45938066465254,0.0845921450151057,0.0233582771883059
89,144,13,168,310,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,487,255,1.03921568627451,714,83642.06,117.14574229691875,0.0140056022408963,0.004914393547935
90,146,8,473,8,0,X,2013-02-16,2013-04-05,1,0,48,26-35,Married,0.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,218,0,0.2379912663755458,916,212223.63,231.68518558951965,0.1353711790393013,0.021018583086153
91,151,8,627,95,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0.0682730923694779,249,24601.119999999995,98.79967871485944,0.0481927710843373,0.0170126400749234
92,152,13,145,932,0,X,2013-05-19,2013-07-05,1,0,47,36-45,Married,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,4,60,0.2424242424242424,264,44437.46,168.3237121212121,0.0075757575757575,0.0015950506622115
93,154,8,7,1195,0,X,2013-02-16,2013-04-05,1,0,48,56-70,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,255,70,1.2745098039215683,255,35177.54,137.95113725490197,0.0039215686274509,0.0002530023418351
94,155,12,109,1232,0,Y,2013-04-22,2013-05-24,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,632,321,0.9655521783181358,987,84827.07,85.94434650455928,0.0050658561296859,0.0019105929274699
95,156,13,667,1096,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0459770114942528,261,26551.4,101.72950191570882,0.0,-0.0
96,158,30,924,1383,0,X,2012-11-19,2013-01-04,1,0,46,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,722,7,0.6311688311688312,1155,133281.45,115.39519480519482,0.0008658008658008,0.0005345079904217
97,159,29,621,569,0,Y,2012-10-08,2012-11-30,0,1,53,46-55,Married,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,391,1,0.6805555555555556,576,93269.26,161.92579861111113,0.0017361111111111,0.0001909525174746
98,160,8,761,640,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,503,0,0.7586726998491704,663,64032.61,96.5801055806938,0.0,-0.0
99,161,13,467,1003,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,630,4,0.6936542669584245,914,132805.47999999998,145.30140043763674,0.0021881838074398,0.0006705295594729
100,164,29,985,1029,0,Y,2012-10-08,2012-11-30,0,1,53,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191,0,0.7126865671641791,268,20331.31,75.86309701492536,0.0149253731343283,0.0032413061430866
